report_date,year,month,market,source,commodity,category,class_grade,sex,head_count,weight_range,avg_weight,weight_bucket,price_range,avg_price,notes,pdf_url,local_pdf,raw_line,publication_page
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,9,321,321.0,300-400,188.00,188.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,9 321 321 188.00 188.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,50,412,412.0,400-500,178.00,178.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,50 412 412 178.00 178.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,27,515,515.0,500-600,173.25,173.25,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,27 515 515 173.25 173.25,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,13,646,646.0,600-700,154.50,154.5,Fleshy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,13 646 646 154.50 154.50 Fleshy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1-2,Heifers,39,531,531.0,500-600,167.00,167.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,39 531 531 167.00 167.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,35,287,287.0,200-300,231.50,231.5,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,35 287 287 231.50 231.50,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,123,352-391,377.0,300-400,215.00-222.00,218.97,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,123 352-391 377 215.00-222.00 218.97,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,164,460-487,471.0,400-500,199.00-205.00,200.96,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,164 460-487 471 199.00-205.00 200.96,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,45,500-527,510.0,500-600,180.00-185.00,183.05,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,45 500-527 510 180.00-185.00 183.05,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,93,567-586,577.0,500-600,175.00-181.00,179.21,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,93 567-586 577 175.00-181.00 179.21,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,19,600,600.0,600-700,177.50,177.5,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,19 600 600 177.50 177.50,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,38,628-637,633.0,600-700,167.00-168.50,167.87,Full,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,38 628-637 633 167.00-168.50 167.87 Full,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,14,673,673.0,600-700,161.00,161.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,14 673 673 161.00 161.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,9,766,766.0,700-800,148.25,148.25,Fleshy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,9 766 766 148.25 148.25 Fleshy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-20,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1-2,Steers,9,597,597.0,500-600,172.00,172.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/4b29cj684/7s75fr044/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-20.pdf,9 597 597 172.00 172.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-20
2023-01-27,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,50,333,333.0,300-400,192.00,192.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/7h14c226c/vd66x9956/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-27.pdf,50 333 333 192.00 192.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-27
2023-01-27,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,29,286,286.0,200-300,234.00,234.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/7h14c226c/vd66x9956/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-27.pdf,29 286 286 234.00 234.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-27
2023-01-27,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,63,342,342.0,300-400,225.50-229.00,228.11,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/7h14c226c/vd66x9956/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-27.pdf,63 342 342 225.50-229.00 228.11,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-27
2023-01-27,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,59,387-399,390.0,300-400,220.00-226.50,222.93,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/7h14c226c/vd66x9956/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-27.pdf,59 387-399 390 220.00-226.50 222.93,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-27
2023-01-27,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,16,453,453.0,400-500,223.00,223.0,Thin Fleshed,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/7h14c226c/vd66x9956/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-27.pdf,16 453 453 223.00 223.00 Thin Fleshed,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-27
2023-01-27,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,10,455-458,456.0,400-500,204.00-211.00,208.19,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/7h14c226c/vd66x9956/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-27.pdf,10 455-458 456 204.00-211.00 208.19,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-27
2023-01-27,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,25,521,521.0,500-600,193.00,193.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/7h14c226c/vd66x9956/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-27.pdf,25 521 521 193.00 193.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-27
2023-01-27,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,54,587,587.0,500-600,185.00,185.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/7h14c226c/vd66x9956/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-27.pdf,54 587 587 185.00 185.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-27
2023-01-27,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,11,679,679.0,600-700,176.00,176.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/7h14c226c/vd66x9956/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-27.pdf,11 679 679 176.00 176.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-27
2023-01-27,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,27,749,749.0,700-800,155.25-157.25,155.92,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/7h14c226c/vd66x9956/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-27.pdf,27 749 749 155.25-157.25 155.92,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-27
2023-01-27,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,12,781,781.0,700-800,153.00,153.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/7h14c226c/vd66x9956/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-27.pdf,12 781 781 153.00 153.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-27
2023-01-27,2023,1,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1-2,Steers,21,559,559.0,500-600,174.00,174.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/7h14c226c/vd66x9956/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-01-27.pdf,21 559 559 174.00 174.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-01-27
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Heifers,7,698,698.0,600-700,156.00,156.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,7 698 698 156.00 156.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,7,294,294.0,200-300,200.00,200.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,7 294 294 200.00 200.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,13,319,319.0,300-400,199.00,199.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,13 319 319 199.00 199.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,38,350-366,360.0,300-400,194.00-198.00,194.67,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,38 350-366 360 194.00-198.00 194.67,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,13,405,405.0,400-500,189.00,189.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,13 405 405 189.00 189.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,30,467-492,485.0,400-500,179.50-182.00,181.05,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,30 467-492 485 179.50-182.00 181.05,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,38,586,586.0,500-600,171.50,171.5,Full,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,38 586 586 171.50 171.50 Full,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,6,613,613.0,600-700,170.50,170.5,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,6 613 613 170.50 170.50,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Heifers,5,701,701.0,700-800,161.00,161.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,5 701 701 161.00 161.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Steers,4,388,388.0,300-400,233.00,233.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,4 388 388 233.00 233.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Steers,2,438,438.0,400-500,219.00,219.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,2 438 438 219.00 219.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Steers,32,486-497,489.0,400-500,209.00,209.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,32 486-497 489 209.00 209.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Steers,4,501,501.0,500-600,213.00,213.0,Fancy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,4 501 501 213.00 213.00 Fancy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Steers,17,600,600.0,600-700,195.00,195.0,Fancy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,17 600 600 195.00 195.00 Fancy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Steers,6,610-638,624.0,600-700,177.00-179.50,178.22,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,6 610-638 624 177.00-179.50 178.22,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Steers,7,663,663.0,600-700,168.00,168.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,7 663 663 168.00 168.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Large 1,Steers,4,764,764.0,700-800,159.00,159.0,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,4 764 764 159.00 159.00,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,18,303-324,314.0,300-400,235.00-236.00,235.52,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,18 303-324 314 235.00-236.00 235.52,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,29,375-383,378.0,300-400,231.50-232.00,231.79,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,29 375-383 378 231.50-232.00 231.79,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,56,410-418,417.0,400-500,216.00-221.00,218.72,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,56 410-418 417 216.00-221.00 218.72,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,10,440,440.0,400-500,223.00,223.0,Fancy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,10 440 440 223.00 223.00 Fancy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,41,458,458.0,400-500,221.00,221.0,Fancy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,41 458 458 221.00 221.00 Fancy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,43,467-498,491.0,400-500,209.00-213.00,209.71,,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,43 467-498 491 209.00-213.00 209.71,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
2023-02-17,2023,2,Santa Teresa Livestock Auction,USDA ESMIS,Feeder Cattle,,Medium and Large 1,Steers,48,518-539,536.0,500-600,213.50-217.00,214.06,Fancy,https://esmis.nal.usda.gov/sites/default/release-files/xs55mc089/jq086x22r/t435hr08f/AMS_1290.PDF,/home/runner/work/santa-teresa-livestock-usda/santa-teresa-livestock-usda/pdfs/santa_teresa_2023-02-17.pdf,48 518-539 536 213.50-217.00 214.06 Fancy,https://esmis.nal.usda.gov/publication/santa-teresa-livestock-auction-wtd-avg-santa-teresa-nm/2023-02-17
